institution.displayName,institution.state,institution.city,searchData.tuition.rawValue,searchData.enrollment.rawValue,searchData.testAvgs.displayValue.0.value,School Website,searchData.acceptanceRate.rawValue
North Carolina State University--Raleigh,NC,Raleigh,29220,25199,1250-1390,http://admissions.ncsu.edu,47
North Carolina Wesleyan College,NC,Rocky Mount,32050,2008,870-1090,http://www.ncwc.edu,63
North Central College,IL,Naperville,40040,2681,1050-1250,http://www.northcentralcollege.edu,56
Northcentral University,AZ,San Diego,11064,104,N/A,http://www.ncu.edu,
North Central University,MN,Minneapolis,25090,926,1030-1230,//www.northcentral.edu,63
North Dakota State University,ND,Fargo,13628,11425,1083-1275,http://www.ndsu.edu,93
Northeastern Illinois University,IL,Chicago,21161,6390,770-1170,http://www.neiu.edu,56
Northeastern State University,OK,Tahlequah,14720,6741,N/A,http://www.nsuok.edu,97
Northeastern University,MA,Boston,53506,13909,1360-1540,http://www.northeastern.edu/,19
Northern Arizona University,AZ,Flagstaff,26516,27078,1030-1230,https://www.nau.edu,83
Northern Illinois University,IL,DeKalb,14610,12788,940-1170,http://www.niu.edu/,54
Northern Kentucky University,KY,Highland Heights,20256,11933,990-1230,http://www.nku.edu/,89
Northern Marianas College,MP,Saipan,,,N/A,,
Northern Michigan University,MI,Marquette,16550,7089,970-1180,http://www.nmu.edu,66
Northern New Mexico College,NM,Espanola,,,N/A,//www.nnmc.edu,
Northern State University,SD,Aberdeen,11821,3051,950-1270,http://www.northern.edu,88
Northern Vermont University,VT,Johnson,,,870-1100,http://www.jsc.edu,87
North Florida Community College,FL,Madison,11400,1229,N/A,,100
North Greenville University,SC,Tigerville,21120,2408,890-1310,http://www.ngu.edu,60
Northland College,WI,Ashland,37516,582,1003-1238,http://www.northland.edu,51
North Park University,IL,Chicago,29860,1977,950-1167,http://www.northpark.edu,47
North Seattle College,WA,Seattle,,,N/A,,
Northwest Christian University,OR,Eugene,31410,593,935-1170,http://www.nwcu.edu,62
Northwestern College,IA,Orange City,32300,1032,1070-1260,http://www.nwciowa.edu,71
Northwestern Health Sciences University,MN,Bloomington,,,N/A,http://www.nwhealth.edu/,
Northwestern Michigan College,MI,Traverse City,,,N/A,,
Northwestern Oklahoma State University,OK,Alva,14558,1805,898-1118,http://www.nwosu.edu,74
Northwestern State University of Louisiana,LA,Natchitoches,19368,9904,930-1160,http://www.nsula.edu,66
Northwestern University,IL,Evanston,56691,8231,1430-1550,http://www.northwestern.edu,8
Northwest Florida State College,FL,Niceville,,,N/A,//www.owcc.cc.fl.us/,
Northwest Indian College,WA,Bellingham,,,N/A,,
Northwest Missouri State University,MO,Maryville,17525,5654,976-1193,http://www.nwmissouri.edu,79
Northwest Nazarene University,ID,Nampa,31050,1463,1020-1250,http://www.nnu.edu,96
Northwest University,WA,Kirkland,32960,975,1030-1225,http://www.northwestu.edu,95
Northwood University,MI,Midland,28080,1244,990-1180,http://www.northwood.edu,68
Norwich University,VT,Northfield,40016,3182,1040-1270,https://www.norwich.edu,66
Notre Dame College of Ohio,OH,Cleveland,,,910-1105,http://www.notredamecollege.edu,89
Notre Dame de Namur University,CA,Belmont,36596,871,870-1060,http://www.ndnu.edu,82
Notre Dame of Maryland University,MD,Baltimore,38340,841,930-1140,http://www.ndm.edu,88
Nova Scotia College of Art and Design,,"Halifax, Nova Scotia",,,N/A,//www.nscad.ca,
Nova Southeastern University,FL,Ft. Lauderdale,32150,4904,1080-1290,http://www.nova.edu,79
Nueta Hidatsa Sahnish College,ND,New Town,,,N/A,,
Nyack College,NY,Nyack,25500,1339,868-1108,http://www.nyack.edu,98
Oakland City University,IN,Oakland City,24300,1231,912-1110,http://www.oak.edu,50
Oakland University,MI,Rochester,24710,15799,1010-1240,http://www.oakland.edu,84
Oakwood University,AL,Huntsville,,,890-1100,http://www.oakwood.edu,47
Oberlin College,OH,Oberlin,56818,2785,1280-1490,http://www.oberlin.edu,36
Occidental College,CA,Los Angeles,56576,2036,1270-1450,http://www.oxy.edu,37
Oglala Lakota College,SD,Kyle,,,N/A,//www.olc.edu/,
Oglethorpe University,GA,Atlanta,39580,1264,1110-1290,https://oglethorpe.edu,62
Ohio Christian University,OH,Circleville,,,N/A,http://www.ohiochristian.edu/,
Ohio Dominican University,OH,Columbus,31680,1188,920-1100,http://www.ohiodominican.edu,75
Ohio Northern University,OH,Ada,33440,2297,1090-1290,http://www.onu.edu,68
Ohio State University--Columbus,OH,Columbus,32061,46820,1240-1450,http://www.schreiner.edu,52
Ohio University,OH,Athens,22406,22275,1070-1270,http://www.ohio.edu,78
Ohio Valley University,WV,Vienna,21900,481,952-1177,http://www.ovu.edu,36
Ohio Wesleyan University,OH,Delaware,47130,1561,1060-1295,http://www.owu.edu,69
Oklahoma Baptist University,OK,Shawnee,29864,1808,990-1200,http://www.okbu.edu,64
Oklahoma Christian University,OK,Oklahoma City,23950,1905,1020-1280,http://www.oc.edu/,65
Oklahoma City University,OK,Oklahoma City,32594,1622,1090-1280,http://www.okcu.edu,76
Oklahoma Panhandle State University,OK,Goodwell,8674,1262,N/A,http://www.opsu.edu,
Oklahoma State University,OK,Stillwater,24539,20574,1060-1280,http://go.okstate.edu,74
Oklahoma State University Institute of Technology--Okmulgee,OK,Okmulgee,11160,2403,N/A,//osuit.edu/admissions,31
Oklahoma State University--Oklahoma City,OK,Oklahoma City,11558,,N/A,http://www.osuokc.edu/,53
Oklahoma Wesleyan University,OK,Bartlesville,26956,,900-1070,http://www.okwu.edu,62
Old Dominion University,VA,Norfolk,30652,19372,990-1200,http://www.odu.edu,87
Olivet College,MI,Olivet,28692,1055,N/A,http://www.olivetcollege.edu,71
Olivet Nazarene University,IL,Bourbonnais,37070,3231,1000-1220,http://www.olivet.edu,65
Olympic College,WA,Bremerton,,,N/A,//www.olympic.edu,
Oral Roberts University,OK,Tulsa,30070,3529,1015-1225,http://www.oru.edu,81
Oregon Health and Science University,OR,Portland,39111,,N/A,http://www.ohsu.edu/,
Oregon Institute of Technology,OR,Klamath Falls,28055,5212,1030-1240,http://www.oit.edu,96
Oregon State University,OR,Corvallis,31314,25699,1080-1310,http://oregonstate.edu,81
Otis College of Art and Design,CA,Los Angeles,45200,1086,1050-1270,//www.otis.edu,94
Ottawa University,KS,Ottawa,30580,706,940-1140,http://www.ottawa.edu,26
Otterbein University,OH,Westerville,32474,2495,1105-1285,http://www.otterbein.edu,82
Ouachita Baptist University,AR,Arkadelphia,27900,1660,1040-1250,http://www.obu.edu,64
Our Lady of the Lake College,LA,Baton Rouge,,,N/A,//www.ololcollege.edu/,
Our Lady of the Lake University,TX,San Antonio,29218,1419,910-1080,http://www.ollusa.edu,93
Pace University,NY,New York,46446,8960,1060-1220,http://www.pace.edu,76
Pacific College,CA,Costa Mesa,,,N/A,,
Pacific College of Oriental Medicine--San Diego,CA,San Diego,,,N/A,,
Pacific Lutheran University,WA,Tacoma,43674,2771,1070-1270,http://www.plu.edu,80
Pacific Northwest College of Art,OR,Portland,,,N/A,//www.pnca.edu,
Pacific Oaks College,CA,Pasadena,,,N/A,//www.pacificoaks.edu,
Pacific Union College,CA,Angwin,30813,1058,950-1190,http://www.puc.edu,49
Pacific University,OR,Forest Grove,46402,1894,1060-1250,http://www.pacificu.edu,85
Paine College,GA,Augusta,,,740-930,http://www.paine.edu,32
Palm Beach Atlantic University,FL,West Palm Beach,32500,2855,1000-1220,http://www.pba.edu,95
Palm Beach State College,FL,Lake Worth,,,N/A,,
Palmer College of Chiropractic,IA,Davenport,5608,,N/A,//www.palmer.edu,
Palo Alto University,CA,Palo Alto,,,N/A,,
Parker University,TX,Dallas,,,N/A,//www.parker.edu/,
Park University,MO,Parkville,12650,9569,N/A,http://www.park.edu,67
Pasco-Hernando State College,FL,New Port Richey,,,N/A,//www.phsc.edu,
Paul Quinn College,TX,Dallas,,,730-950,//www.rtc.edu,54
Paul Smith's College,NY,Paul Smiths,28452,745,N/A,http://www.paulsmiths.edu,58
Peirce College,PA,Philadelphia,15060,1271,N/A,http://www.peirce.edu,
Peninsula College,WA,Port Angeles,,,N/A,//www.pencol.edu,
Pennsylvania Academy of the Fine Arts,PA,Philadelphia,40376,,N/A,//www.pafa.edu,94
Pennsylvania College of Art and Design,PA,Lancaster,25850,251,856-1166,//pcad.edu,43
Pennsylvania College of Health Sciences,PA,Lancaster,,,N/A,,
Pennsylvania College of Technology,PA,Williamsport,24840,5322,980-1180,http://www.pct.edu,82
"Pennsylvania State University--Erie, The Behrend College",PA,Erie,24450,4152,1050-1280,http://behrend.psu.edu/,89
Pennsylvania State University--Harrisburg,PA,Middletown,,,N/A,//www.hbg.psu.edu/,
Pennsylvania State University--University Park,PA,University Park,35514,40363,1160-1360,http://www.psu.edu,56
Pensacola State College,FL,Pensacola,20958,9773,830-1040,//www.pensacolastate.edu,100
Pepperdine University,CA,Malibu,55892,3627,1220-1420,http://www.pepperdine.edu,36
Peru State College,NE,Peru,,,N/A,//www.peru.edu,
Pfeiffer University,NC,Misenheimer,31050,900,900-1130,http://www.pfeiffer.edu,65
Philander Smith College,AR,Little Rock,13014,1000,750-1060,http://www.philander.edu,41
Piedmont College,GA,Demorest,26692,1263,970-1180,http://www.piedmont.edu,60
Pierce College--Fort Steilacoom,WA,Lakewood,,,N/A,//www.whatcom.ctc.edu,
Pillar College,NJ,Newark,,,N/A,,
Pine Manor College,MA,Chestnut Hill,31660,373,740-915,http://www.pmc.edu,77
Pittsburgh Technical College,PA,Oakdale,,,N/A,//www.btc.edu,
Pittsburg State University,KS,Pittsburg,18682,5402,N/A,http://www.pittstate.edu,90
Pitzer College,CA,Claremont,54056,1106,1340-1490,http://www.pitzer.edu,13
Plaza College,NY,Forest Hills,,,N/A,//www.plazacollege.edu,
Plymouth State University,NH,Plymouth,23330,4222,815-1203,http://www.plymouth.edu,82
Point Loma Nazarene University,CA,San Diego,36950,3196,1140-1300,http://www.pointloma.edu,69
Point Park University,PA,Pittsburgh,32750,3196,980-1190,http://www.pointpark.edu,65
Point University,GA,West Point,20600,2213,880-1085,http://www.point.edu,53
Polk State College,FL,Winter Haven,,,N/A,,
Pomona College,CA,Claremont,54762,1679,1400-1540,http://www.pomona.edu,8
Ponce Health Sciences University,PR,Ponce,,,N/A,//www.ghc.edu,
Pontifical Catholic University of Puerto Rico--Arecibo,PR,Arecibo,,,N/A,//www.edcc.edu,95
Pontifical Catholic University of Puerto Rico--Ponce,PR,Ponce,5580,5291,N/A,//www.pucpr.edu,92
Pontifical College Josephinum,OH,Columbus,,,N/A,//www.pcj.edu,
Portland State University,OR,Portland,28410,20967,1010-1230,http://www.pdx.edu,90
Post University,CT,Waterbury,17810,9049,850-850,http://www.post.edu,53
Prairie View A&M University,TX,Prairie View,25655,8524,890-1050,http://www.pvamu.edu,74
Pratt Institute,NY,Brooklyn,53824,3435,1110-1330,http://www.pratt.edu,39
Presbyterian College,SC,Clinton,39460,1080,1010-1210,http://www.presby.edu,69
Prescott College,AZ,Prescott,31485,,1060-1185,http://www.prescott.edu/,95
Presentation College,SD,Aberdeen,,,N/A,//www.presentation.edu/,
Princeton University,NJ,Princeton,51870,5428,1440-1570,http://www.princeton.edu,5
Principia College,IL,Elsah,30190,448,1028-1300,http://www.principiacollege.edu,92
Providence Christian College,CA,Pasadena,,,N/A,http://www.providencecc.net/,91
Providence College,RI,Providence,52438,4379,1210-1360,http://www.providence.edu,49
Pueblo Community College,CO,Pueblo,16262,6194,N/A,//www.pueblocc.edu,
Puerto Rico Conservatory of Music,PR,San Juan,,,N/A,//www.cmpr.edu,
Purchase College--SUNY,NY,Purchase,18478,4164,1060-1270,http://www.purchase.edu,42
Purdue University--Fort Wayne,IN,Fort Wayne,20288,9664,970-1180,http://www.pfw.edu,97
Purdue University--Northwest,IN,Hammond,11337,9573,930-1150,//www.pnw.edu/,97
Purdue University--West Lafayette,IN,West Lafayette,28794,32672,1180-1410,http://www.purdue.edu,58
Queens University of Charlotte,NC,Charlotte,35720,1766,1033-1218,http://www.queens.edu,79
Quincy University,IL,Quincy,30450,1087,960-1140,http://www.quincy.edu,68
Quinnipiac University,CT,Hamden,49280,7425,1090-1260,//www.qu.edu,72
Radford University,VA,Radford,22985,7926,940-1130,http://www.radford.edu,75
Ramapo College of New Jersey,NJ,Mahwah,24367,5609,1050-1230,http://www.ramapo.edu,63
Randolph College,VA,Lynchburg,41131,600,960-1190,http://www.randolphcollege.edu/,87
Randolph-Macon College,VA,Ashland,42550,1488,1020-1240,http://www.rmc.edu,67
Ranken Technical College,MO,Saint Louis,,,N/A,//www.ranken.edu,
Red Rocks Community College,CO,Lakewood,,,N/A,//www.rrcc.edu,
Reed College,OR,Portland,,,1310-1500,http://www.reed.edu/,36
Regent's American College London,,London NW1 4NS,,,N/A,//www.bacl.ac.uk/default.aspx,
Regent University,VA,Virginia Beach,19280,4646,950-1170,https://www.regent.edu/,84
Regis College,MA,Weston,,,N/A,//www.regiscollege.edu,
Regis University,CO,Denver,38180,3961,1050-1230,http://www.regis.edu,60
Reinhardt University,GA,Waleska,24300,1473,1000-1190,http://www.reinhardt.edu/,90
Relay Graduate School of Education,NY,New York,,,N/A,,
Rensselaer Polytechnic Institute,NY,Troy,55378,6628,1330-1500,http://www.rpi.edu,43
Renton Technical College,WA,Renton,,,N/A,//aupr.edu,
Research College of Nursing,MO,Kansas City,,375,N/A,http://www.researchcollege.edu,
Resurrection University,IL,Chicago,26390,,N/A,http://www.resu.edu/,
Rhode Island College,RI,Providence,22831,6688,890-1100,http://www.ric.edu,73
Rhode Island School of Design,RI,Providence,52860,1994,1180-1440,http://www.risd.edu,24
Rhodes College,TN,Memphis,49198,2008,1240-1410,http://www.rhodes.edu,45
Rice University,TX,Houston,49112,3992,1450-1560,http://www.rice.edu,11
Richmond--The American International University in London,,Surrey TW10 6JP England,,,N/A,//www.richmond.ac.uk,
Rider University,NJ,Lawrenceville,42860,3898,1000-1190,http://www.rider.edu,70
Ringling College of Art and Design,FL,Sarasota,47970,1561,N/A,http://www.ringling.edu,67
Rio Hondo College,CA,Whittier,,,N/A,//www.riohondo.edu,
Ripon College,WI,Ripon,45113,807,1000-1210,https://www.ripon.edu,69
Rivier University,NH,Nashua,,,N/A,http://rivier.edu,68
Roanoke College,VA,Salem,45176,2017,1040-1230,https://www.roanoke.edu,72
Robert Morris University,IL,Chicago,29880,1699,810-1030,http://www.robertmorris.edu/,63
Robert Morris University,PA,Moon Township,31200,4005,1030-1200,http://www.rmu.edu,85
Roberts Wesleyan College,NY,Rochester,32494,1335,1010-1230,http://www.roberts.edu,65
Rochester Institute of Technology,NY,Rochester,45890,13513,1200-1400,http://www.rit.edu,66
Rochester University,MI,Rochester Hills,23996,1065,870-1100,//www.rc.edu,100
Rockford University,IL,Rockford,32100,1002,990-1190,http://www.rockford.edu,49
Rockhurst University,MO,Kansas City,38760,2345,1110-1255,https://www.rockhurst.edu,66
Rocky Mountain College,MT,Billings,29552,897,990-1175,https://www.rocky.edu,58
Rocky Mountain College of Art and Design,CO,Lakewood,,,N/A,//www.rmcad.edu/,
Rogers State University,OK,Claremore,15540,3636,N/A,http://www.rsu.edu/,84
Roger Williams University,RI,Bristol,36978,4537,1080-1250,http://www.rwu.edu,86
Rollins College,FL,Winter Park,51700,2034,1150-1360,http://www.rollins.edu,67
Roosevelt University,IL,Chicago,30876,2419,1010-1180,http://www.roosevelt.edu,65
Rosalind Franklin University of Medicine and Science,IL,North Chicago,,,N/A,//www.rosalindfranklin.edu/,
Rose-Hulman Institute of Technology,IN,Terre Haute,49527,2085,1270-1480,https://www.rose-hulman.edu,68
Roseman University of Health Sciences,NV,Henderson,,,N/A,,
Rosemont College,PA,Rosemont,19900,572,910-1140,http://www.rosemont.edu,65
Rowan University,NJ,Glassboro,22832,16120,1005-1225,http://www.rowan.edu,73
Rush University,IL,Chicago,,,N/A,https://www.rushu.rush.edu/,
Rust College,MS,Holly Springs,9900,846,N/A,http://www.rustcollege.edu,53
Rutgers University--Camden,NJ,Camden,31500,5776,1000-1180,https://www.camden.rutgers.edu/,71
Rutgers University--Newark,NJ,Newark,31608,9142,1020-1190,http://www.newark.rutgers.edu/,63
Rutgers University--New Brunswick,NJ,Piscataway,32189,36039,1190-1410,https://newbrunswick.rutgers.edu,60
Ryerson University,,"Toronto, Ontario",,,N/A,//www.ryerson.ca,
Sacred Heart Major Seminary,MI,Detroit,,,N/A,//www.shms.edu/,
Sacred Heart University,CT,Fairfield,43070,5974,1100-1240,http://www.sacredheart.edu,60
The Sage Colleges,NY,Troy,31883,1477,940-1140,http://www.sage.edu,93
Saginaw Valley State University,MI,University Center,25401,7739,990-1200,http://www.svsu.edu,77
Saint Johns River State College,FL,Palatka,,,N/A,,
Saint John's Seminary,MA,Brighton,,,N/A,,
Saint Joseph's University,PA,Philadelphia,46550,4904,1120-1290,http://www.sju.edu,76
Saint Leo University,FL,Saint Leo,23750,2086,972-1150,http://www.saintleo.edu,84
Saint Louis University,MO,St. Louis,45424,7167,1180-1370,http://www.slu.edu,58
Saint Martin's University,WA,Lacey,38560,1344,1020-1220,https://www.stmartin.edu,95
Saint Mary-of-the-Woods College,IN,St. Mary-of-the-Woods,30500,819,920-1110,http://www.smwc.edu,72
Saint Mary's College,IN,Notre Dame,43900,1519,1050-1260,http://www.saintmarys.edu,82
Saint Peter's University,NJ,Jersey City,38700,2641,940-1120,http://www.saintpeters.edu,74
Saint Vincent College,PA,Latrobe,36914,1676,1030-1230,http://www.stvincent.edu,68
Saint Xavier University,IL,Chicago,34390,2955,950-1130,https://www.sxu.edu/admissions/,74
Salem College,NC,Winston-Salem,30266,703,1050-1260,http://www.salem.edu,41
Salem State University,MA,Salem,17082,6811,980-1140,http://www.salemstate.edu,85
Salem University,WV,Salem,,,N/A,//www.salemu.edu,
Salisbury University,MD,Salisbury,20112,7650,1145-1280,http://www.salisbury.edu/,62
Salish Kootenai College,MT,Pablo,,,N/A,//www.skc.edu/,
Salve Regina University,RI,Newport,41450,2021,1090-1250,http://www.salve.edu,76
Samford University,AL,Birmingham,32850,3535,1072-1270,http://www.samford.edu,82
Sam Houston State University,TX,Huntsville,22933,18473,1000-1140,http://www.shsu.edu,79
Samuel Merritt University,CA,Oakland,,,N/A,http://www.samuelmerritt.edu/,
San Diego Christian College,CA,Santee,,,850-980,http://www.sdcc.edu/,62
San Diego Mesa College,CA,San Diego,,,N/A,//www.sdmesa.edu/,
San Diego State University,CA,San Diego,19390,30393,1110-1310,http://www.sdsu.edu,34
San Francisco Art Institute,CA,San Francisco,46614,275,1020-1290,http://www.sfai.edu,95
San Francisco Conservatory of Music,CA,San Francisco,46110,,N/A,http://www.carleton.edu,42
San Francisco State University,CA,San Francisco,19146,26498,950-1160,http://www.sfsu.edu,72
San Joaquin Valley College--Visalia,CA,Visalia,,,N/A,//www.sjvc.edu,
San Jose State University,CA,San Jose,19466,27327,1040-1260,http://www.sjsu.edu/Admissions/,55
San Juan Bautista School of Medicine,PR,Caguas,,,N/A,,
Santa Ana College,CA,Santa Ana,,,N/A,//www.sac.edu,
Santa Clara University,CA,Santa Clara,53634,5520,1270-1440,http://www.scu.edu,50
Santa Fe College,FL,Gainesville,,,N/A,,
Santa Monica College,CA,Santa Monica,,,N/A,//www.smc.edu,
Sarah Lawrence College,NY,Bronxville,57520,1410,1240-1420,http://www.slc.edu,56
Savannah College of Art and Design,GA,Savannah,37575,12217,1050-1240,http://www.scad.edu,72
Savannah State University,GA,Savannah,19401,3895,870-1030,//www. savannahstate.edu,57
Schoolcraft College,MI,Livonia,,,N/A,//www.ptcollege.edu,
The School of Architecture at Taliesin,AZ,Scottsdale,,,N/A,http://www.taliesin.edu/,
School of the Art Institute of Chicago,IL,Chicago,51875,2893,1120-1340,http://www.saic.edu,58
School of Visual Arts,NY,New York,41900,3714,1053-1320,http://www.sva.edu/admissions/undergraduate,70
Schreiner University,TX,Kerrville,30470,1319,960-1130,http://www.schreiner.edu,91
Scripps College,CA,Claremont,57188,1048,1300-1480,http://www.scrippscollege.edu/,24
Seattle Central College,WA,Seattle,,,N/A,//www.seattlecentral.edu/,
Seattle Pacific University,WA,Seattle,45078,2876,1030-1240,http://www.spu.edu,90
Seattle University,WA,Seattle,46590,4764,1130-1320,http://www.seattleu.edu,76
Seminole State College of Florida,FL,Sanford,,,N/A,//www.seminolestate.edu,
Seton Hall University,NJ,South Orange,43780,6136,1150-1310,http://www.shu.edu,70
Seton Hill University,PA,Greensburg,36856,1710,1020-1240,http://www.setonhill.edu,75
Shasta College,CA,Redding,,,N/A,//www.shastacollege.edu,
Shawnee State University,OH,Portsmouth,14189,3097,888-1190,http://www.shawnee.edu,74
Shaw University,NC,Raleigh,16480,1305,780-910,http://www.shawu.edu,52
Shenandoah University,VA,Winchester,33242,2034,980-1190,http://www.su.edu,70
Shepherd University,WV,Shepherdstown,18224,3380,970-1160,https://www.shepherd.edu,89
Shippensburg University of Pennsylvania,PA,Shippensburg,20536,5501,970-1170,http://www.ship.edu,88
Shorter University,GA,Rome,22370,1352,880-1090,https://www.shorter.edu/,57
Siena College,NY,Loudonville,38355,3167,1070-1270,https://www.siena.edu,80
Siena Heights University,MI,Adrian,27124,2208,870-1090,http://www.sienaheights.edu,69
Sierra Nevada College,NV,Incline Village,,,910-1140,http://www.sierranevada.edu,69
Silver Lake College,WI,Manitowoc,,,N/A,http://www.sl.edu,52
Simmons University,MA,Boston,42066,1837,1130-1300,http://www.simmons.edu,70
Simon Fraser University,,"Burnaby, British Columbia",,25649,N/A,https://www.sfu.ca,59
Simpson College,IA,Indianola,40666,1391,1050-1250,http://www.simpson.edu,84
Simpson University,CA,Redding,,,998-1183,http://www.simpsonu.edu,56
Sinte Gleska University,SD,Rosebud,,,N/A,//www.sintegleska.edu/,
Sitting Bull College,ND,Fort Yates,,,N/A,//www.sittingbull.edu/,
Skagit Valley College,WA,Mount Vernon,,,N/A,//www.pucpr.edu/arecibo,
Skidmore College,NY,Saratoga Springs,56172,2612,1223-1400,http://www.skidmore.edu,27
Skyline College,CA,San Bruno,,,N/A,//skylinecollege.edu,
Slippery Rock University of Pennsylvania,PA,Slippery Rock,14356,7538,1010-1170,http://www.sru.edu/admissions,73
Smith College,MA,Northampton,54224,2502,1320-1490,https://www.smith.edu,31
Snow College,UT,Ephraim,,,N/A,https://www.snow.edu/admissions/,100
Sofia University,CA,Palo Alto,,13,N/A,,
Soka University of America,CA,Aliso Viejo,34086,428,1180-1410,http://www.soka.edu,39
Solano Community College,CA,Fairfield,,,N/A,//www.solano.edu,
Sonoma State University,CA,Rohnert Park,19760,8565,980-1170,http://www.sonoma.edu,92
South Carolina State University,SC,Orangeburg,21750,2430,860-1010,http://www.scsu.edu,53
South College,TN,Knoxville,,,N/A,//www.southcollegetn.edu/,
South Dakota School of Mines and Technology,SD,Rapid City,14820,2304,1160-1363,//www.sdsmt.edu,83
South Dakota State University,SD,Brookings,12590,10547,1010-1260,http://www.sdstate.edu,92
Southeastern Baptist Theological Seminary,NC,Wake Forest,,,N/A,http://www.sebts.edu/,
Southeastern Louisiana University,LA,Hammond,20643,13360,N/A,http://www.southeastern.edu,90
Southeastern Oklahoma State University,OK,Durant,,,N/A,http://www.se.edu,72
Southeastern University,FL,Lakeland,25870,7708,960-1170,http://www.seu.edu,48
Southeast Missouri Hospital College of Nursing and Health Sciences,MO,Cape Girardeau,11691,,N/A,,
Southeast Missouri State University,MO,Cape Girardeau,13830,10041,1030-1240,http://www.semo.edu,84
Southern Adventist University,TN,Collegedale,22520,2531,800-900,http://www.southern.edu,93
Southern Arkansas University,AR,Magnolia,13480,3542,970-1220,http://www.saumag.edu,65
Southern Baptist Theological Seminary,KY,Louisville,,,N/A,//www.sbts.edu/,
Southern California Institute of Architecture,CA,Los Angeles,,,N/A,//www.sciarc.edu,
Southern California University of Health Sciences,CA,Whittier,,,N/A,,
Southern Connecticut State University,CT,New Haven,23248,8122,920-1130,http://www.southernct.edu/,66
Southern Illinois University--Carbondale,IL,Carbondale,14904,9552,1020-1300,http://www.siu.edu,72
Southern Illinois University--Edwardsville,IL,Edwardsville,12219,10833,1010-1220,http://www.siue.edu,87
Southern Methodist University,TX,Dallas,56560,6479,1280-1460,http://www.smu.edu,51
Southern Nazarene University,OK,Bethany,,,N/A,http://www.snu.edu,
Southern New Hampshire University,NH,Manchester,31136,3122,990-1160,http://www.snhu.edu,91
Southern Oregon University,OR,Ashland,25545,5256,920-1150,http://www.sou.edu,76
Southern University and A&M College,LA,Baton Rouge,53816,5838,842-957,http://www.subr.edu/,38
Southern University--New Orleans,LA,New Orleans,,,N/A,http://www.wisc.edu,25
Southern Utah University,UT,Cedar City,20586,9271,1010-1250,https://www.suu.edu,79
Southern Virginia University,VA,Buena Vista,17290,,795-1088,,56
Southern Wesleyan University,SC,Central,,,N/A,http://www.swu.edu,53
South Florida State College,FL,Avon Park,11859,2910,400-400,//www.southflorida.edu,100
South Georgia State College,GA,Douglas,,,N/A,http://www.sgsc.edu,
South Seattle College,WA,Seattle,,,N/A,//www.southseattle.edu,
South Texas College,TX,McAllen,,,N/A,//www.southtexascollege.edu/,
South University,GA,Savannah,,,N/A,http://www.southuniversity.edu,
South University-Tampa,FL,Tampa,,,N/A,,
Southwest Baptist University,MO,Bolivar,24510,2663,996-1206,http://www.sbuniv.edu,71
Southwestern Adventist University,TX,Keene,22188,776,900-1145,http://www.swau.edu,55
Southwestern Assemblies of God University,TX,Waxahachie,,,900-1080,http://www.sagu.edu/,28
Southwestern Christian College,TX,Terrell,,,N/A,//www.swcc.edu,
Southwestern Christian University,OK,Bethany,18630,560,890-1035,http://www.swcu.edu/,58
Southwestern College,KS,Winfield,31650,1346,900-1080,http://www.sckans.edu,55
Southwestern Oklahoma State University,OK,Weatherford,14235,4450,N/A,http://www.swosu.edu,92
Southwestern University,TX,Georgetown,43560,1430,1130-1330,http://www.southwestern.edu,45
Southwest Minnesota State University,MN,Marshall,8648,6444,N/A,http://www.smsu.edu,60
Southwest University of Visual Arts,AZ,Tucson,,,N/A,//www.suva.edu/,
Spalding University,KY,Louisville,,,980-1125,http://www.spalding.edu,59
Spelman College,GA,Atlanta,29972,2171,1080-1220,http://www.spelman.edu,39
Spokane Community College,WA,Spokane,,,N/A,//www.cunisanjuan.edu,
Spokane Falls Community College,WA,Spokane,,,N/A,//www.psm.edu,
Spring Arbor University,MI,Spring Arbor,29630,1807,1025-1230,http://www.arbor.edu/,71
Springfield College,MA,Springfield,38565,2129,1050-1240,https://springfield.edu/,63
Spring Hill College,AL,Mobile,40648,1270,1015-1185,http://www.shc.edu,66
St. Ambrose University,IA,Davenport,31812,2311,1020-1190,http://www.sau.edu,63
Stanford University,CA,Stanford,53529,7087,1420-1570,http://www.stanford.edu,4
St. Anselm College,NH,Manchester,41800,2050,1120-1310,http://www.anselm.edu,77
St. Anthony College of Nursing,IL,Rockford,,,N/A,//www.sacn.edu,
State College of Florida--Manatee-Sarasota,FL,Bradenton,,,N/A,,
St. Augustine College,IL,Chicago,,,N/A,//www.staugustinecollege.edu/index.asp,
St. Augustine's University,NC,Raleigh,17890,767,768-940,http://www.st-aug.edu,63
St. Bonaventure University,NY,St. Bonaventure,35431,1812,1040-1240,http://www.sbu.edu,73
St. Catherine University,MN,St. Paul,41614,3283,1100-1275,http://www.stkate.edu,70
St. Charles Borromeo Seminary,PA,Wynnewood,,,N/A,//www.scs.edu/,
St. Cloud State University,MN,St. Cloud,16948,11681,960-1235,http://www.stcloudstate.edu,86
St. Edward's University,TX,Austin,47190,3789,1080-1270,https://www.stedwards.edu,86
Stephen F. Austin State University,TX,Nacogdoches,22737,,990-1180,http://www.sfasu.edu,65
Stephens College,MO,Columbia,30950,551,910-1160,http://www.stephens.edu,53
Sterling College,KS,Sterling,26300,,900-1070,http://www.sterling.edu,52
